Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-04-25 00:00:00-04:00,85.94136917803031,86.2712659751008,85.57124510683995,85.68389129638672,436500,0.0,0.0
2014-04-28 00:00:00-04:00,86.4160842223388,86.46435939927464,85.57123179342564,86.15055847167969,392800,0.0,0.0
2014-04-29 00:00:00-04:00,86.74598911665814,86.89082081007588,86.4000026345356,86.4965591430664,296500,0.0,0.0
2014-04-30 00:00:00-04:00,86.89884739986262,87.30115687856568,86.63332167061728,87.23678588867188,467700,0.0,0.0
2014-05-01 00:00:00-04:00,88.52418954160596,88.62879395206387,88.0011920443424,88.29085540771484,340900,0.0,0.0
2014-05-02 00:00:00-04:00,88.50004977695859,88.65292936463732,88.24257192014808,88.45177459716797,420500,0.0,0.0
2014-05-05 00:00:00-04:00,88.33109321126088,88.45178731684999,88.03338804139925,88.05752563476562,274800,0.0,0.0
2014-05-06 00:00:00-04:00,88.10578547486472,88.16210856249475,87.4781836016283,87.70347595214844,429400,0.0,0.0
2014-05-07 00:00:00-04:00,87.70347776678389,87.81612394437468,87.36553923401155,87.72761535644531,319000,0.0,0.0
2014-05-08 00:00:00-04:00,87.3011848946879,87.3896934995066,86.52070327333604,87.01956939697266,366500,0.0,0.0
2014-05-09 00:00:00-04:00,87.67129735570629,88.0092359080911,87.32531089338185,87.59888458251953,371700,0.0,0.0
2014-05-12 00:00:00-04:00,87.5988766272948,87.9609527378602,87.38162604995071,87.87244415283203,346200,0.0,0.0
2014-05-13 00:00:00-04:00,88.67707395490429,89.7472188756224,88.58051744894433,89.61847686767578,564200,0.0,0.0
2014-05-14 00:00:00-04:00,89.36904356463968,89.66675484283523,88.83799814857554,88.85408782958984,699500,0.0,0.0
2014-05-15 00:00:00-04:00,88.7816662645886,89.0391502631743,87.70347964491474,88.10578918457031,257900,0.0,0.0
2014-05-16 00:00:00-04:00,88.00120615568814,88.20236096035518,87.67130932943061,88.1943130493164,237400,0.0,0.0
2014-05-19 00:00:00-04:00,86.98736941422564,87.53451063533528,86.74598123421157,87.38967895507812,358900,0.0,0.0
2014-05-20 00:00:00-04:00,87.03564082224287,87.1241494084946,86.60114580030421,86.63333129882812,333200,0.0,0.0
2014-05-21 00:00:00-04:00,86.73792416206909,87.07586264346872,86.56894878261394,86.9471206665039,307000,0.0,0.0
2014-05-22 00:00:00-04:00,87.62301786908533,88.42763693833541,87.59888027920884,88.09774017333984,547100,0.0,0.0
2014-05-23 00:00:00-04:00,88.113838922296,88.290856105618,88.00923451101123,88.21843719482422,175600,0.0,0.0
2014-05-27 00:00:00-04:00,88.4517793370599,88.64488620532677,88.12993046411067,88.59661102294922,296400,0.0,0.0
2014-05-28 00:00:00-04:00,88.95063991357243,89.15179467942062,88.10578744150752,88.43568420410156,259100,0.0,0.0
2014-05-29 00:00:00-04:00,89.54606410243811,89.88400266520108,89.36904691086984,89.70698547363281,348500,0.0,0.0
2014-05-30 00:00:00-04:00,91.20355910463174,91.23574460011166,90.84148302330493,91.01045227050781,449700,0.0,0.0
2014-06-02 00:00:00-04:00,91.82312259825245,91.87944568276866,91.13919153644116,91.68633270263672,660400,0.0,0.0
2014-06-03 00:00:00-04:00,91.8553137050187,92.55532834979412,91.8553137050187,92.4668197631836,593400,0.0,0.0
2014-06-04 00:00:00-04:00,92.13692292702832,92.25761700414832,91.23574744178886,92.11278533935547,558100,0.0,0.0
2014-06-05 00:00:00-04:00,91.88748540364655,92.37026170445397,91.58173240005677,92.20128631591797,318500,0.0,0.0
2014-06-06 00:00:00-04:00,92.22544646100994,92.90132358045877,92.14497963737928,92.65189361572266,370900,0.0,0.0
2014-06-09 00:00:00-04:00,92.53120131967906,92.78063128926902,92.39441753885596,92.5875244140625,220200,0.0,0.0
2014-06-10 00:00:00-04:00,91.4691067836404,91.82314118010423,91.22771857900469,91.62198638916016,348900,0.0,0.0
2014-06-11 00:00:00-04:00,91.77485656738281,92.10475335931338,91.5495641917994,91.77485656738281,207000,0.0,0.0
2014-06-12 00:00:00-04:00,92.35419029631801,92.76454780495959,91.81509690852367,91.935791015625,292400,0.0,0.0
2014-06-13 00:00:00-04:00,91.82313499941976,92.01624186687593,91.72657849631335,91.91968536376953,185200,0.0,0.0
2014-06-16 00:00:00-04:00,91.94380994813402,92.25761700414832,91.64610484849456,92.11278533935547,225200,0.0,0.0
2014-06-17 00:00:00-04:00,92.63579009412958,92.72429868175965,92.13693020613057,92.2978515625,222000,0.0,0.0
2014-06-18 00:00:00-04:00,92.40244320354765,93.51282135463634,92.24152185871881,93.37603759765625,360700,0.0,0.0
2014-06-19 00:00:00-04:00,94.54274171476911,95.00137434392028,94.164569765709,94.743896484375,660300,0.0,0.0
2014-06-20 00:00:00-04:00,95.11401477395596,95.28298403355959,94.71975316821414,95.12206268310547,513600,0.0,0.0
