Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-04-25 00:00:00-04:00,30.548838980786158,30.8442488203745,30.461955098604502,30.705232620239258,6490500,0.0,0.0
2014-04-28 00:00:00-04:00,30.818177661782755,31.287355164390664,30.75735829451123,31.22653579711914,13080100,0.0,0.0
2014-04-29 00:00:00-04:00,31.382946433641518,31.382946433641518,30.809504006453025,30.931142807006836,8644200,0.0,0.0
2014-04-30 00:00:00-04:00,30.766056682976593,31.02671168359866,30.70523729331172,30.97458267211914,9946000,0.0,0.0
2014-05-01 00:00:00-04:00,31.087528744722142,31.096219122256567,30.705234993405178,30.957202911376953,5180700,0.0,0.0
2014-05-02 00:00:00-04:00,31.23523341640167,31.23523341640167,30.713920171787308,30.826871871948242,10001300,0.0,0.0
2014-05-05 00:00:00-04:00,30.661798310559348,31.000650175575316,30.64442086691642,30.939830780029297,6117000,0.0,0.0
2014-05-06 00:00:00-04:00,30.653094493545453,30.974572088394634,30.56621062782823,30.60096549987793,6523700,0.0,0.0
2014-05-07 00:00:00-04:00,32.625388341138155,33.424733816525865,32.5819464088078,33.10325622558594,25917300,0.0,0.0
2014-05-08 00:00:00-04:00,32.799168458601905,33.12064282406922,32.668839311148936,32.83392333984375,14504700,0.0,0.0
2014-05-09 00:00:00-04:00,32.67752013790982,32.9903073488514,32.599323335174425,32.98161697387695,8734600,0.0,0.0
2014-05-12 00:00:00-04:00,33.01638168405437,33.025068747210696,32.54720072782307,32.660152435302734,10125300,0.0,0.0
2014-05-13 00:00:00-04:00,32.90342480126855,32.998999052994996,32.720966674013,32.88604736328125,7351000,0.0,0.0
2014-05-14 00:00:00-04:00,32.74702767697111,32.99899552927002,32.62538893845633,32.66883087158203,5770400,0.0,0.0
2014-05-15 00:00:00-04:00,32.59063953984109,32.66883635836344,32.243100702058776,32.35605239868164,7618500,0.0,0.0
2014-05-16 00:00:00-04:00,32.39080543517551,32.651463718373805,32.21703766558698,32.590641021728516,7529500,0.0,0.0
2014-05-19 00:00:00-04:00,32.477699279785156,32.668844528325174,32.42556694959691,32.477699279785156,4773500,0.0,0.0
2014-05-20 00:00:00-04:00,32.50374885258371,32.564568219319995,32.31260037746575,32.51243591308594,4964900,0.0,0.0
2014-05-21 00:00:00-04:00,32.503759603746296,32.99900507635639,32.495072540370685,32.694908142089844,4766500,0.0,0.0
