Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-04-25 00:00:00-04:00,18.79505999904226,18.842322930033482,18.59025196146498,18.739919662475586,5101700,0.0,0.0
2014-04-28 00:00:00-04:00,18.842322509512574,18.913217655647923,18.739919244240102,18.897462844848633,5475600,0.0,0.0
2014-04-29 00:00:00-04:00,18.952606201171875,19.125906142664626,18.897465857046615,18.952606201171875,8692900,0.0,0.0
2014-04-30 00:00:00-04:00,18.960483626032264,19.13378356769141,18.86595775100154,19.10227394104004,13662500,0.0,0.0
2014-05-01 00:00:00-04:00,19.102270080876778,19.70093934411921,18.999866819876736,19.67730712890625,9402500,0.0,0.0
2014-05-02 00:00:00-04:00,19.63792725385039,19.748207951637976,19.45675139249598,19.5355224609375,6781400,0.0,0.0
2014-05-05 00:00:00-04:00,19.456745364599143,19.614288955135404,19.362218008308304,19.582780838012695,3400800,0.0,0.0
2014-05-06 00:00:00-04:00,19.496133661529733,19.543396595171473,19.299203018483976,19.362220764160156,4834600,0.0,0.0
2014-05-07 00:00:00-04:00,19.38585090637207,19.52764119457594,19.32283316744384,19.38585090637207,7315900,0.0,0.0
2014-05-08 00:00:00-04:00,19.362220539870346,19.480378623836756,19.307080200850127,19.39373016357422,3299300,0.0,0.0
2014-05-09 00:00:00-04:00,19.377976739781978,19.41736226977148,19.299204177341316,19.40948486328125,6621500,0.0,0.0
2014-05-12 00:00:00-04:00,19.496134797179888,19.60641548292166,19.48825739070381,19.56702995300293,6031700,0.0,0.0
2014-05-13 00:00:00-04:00,19.622166521107026,19.72457128313451,19.535516569000904,19.716693878173828,6622500,0.0,0.0
2014-05-14 00:00:00-04:00,19.88999370739908,20.165696890964234,19.819098560126285,20.039661407470703,12739800,0.0,0.0
2014-05-15 00:00:00-04:00,19.984524114425717,20.134190334826528,19.88999673618052,19.937259674072266,4930400,0.0,0.0
2014-05-16 00:00:00-04:00,20.016030042836256,20.047539666281523,19.913626771562217,19.97664451599121,3808100,0.0,0.0
2014-05-19 00:00:00-04:00,20.08692338645758,20.08692338645758,19.842729836566313,19.960887908935547,2295800,0.0,0.0
2014-05-20 00:00:00-04:00,19.976644595236806,19.976644595236806,19.724573616520885,19.811222076416016,2642800,0.0,0.0
2014-05-21 00:00:00-04:00,19.88999736805518,19.92150699595849,19.803347393782822,19.905752182006836,2637000,0.0,0.0
2014-05-22 00:00:00-04:00,19.92150611732564,19.96089164800594,19.771838396309466,19.819101333618164,2619100,0.0,0.0
2014-05-23 00:00:00-04:00,19.858483781687088,19.89787080871507,19.73244830012046,19.771835327148438,2120300,0.0,0.0
2014-05-27 00:00:00-04:00,19.370096884272577,19.842730696698396,19.370096884272577,19.740325927734375,3024800,0.0,0.0
2014-05-28 00:00:00-04:00,19.803347450633765,19.95301517868066,19.732452290109542,19.89787483215332,3529000,0.0,0.0
2014-05-29 00:00:00-04:00,19.960889670616588,19.97664448231266,19.819099370275012,19.826976776123047,2466000,0.0,0.0
2014-05-30 00:00:00-04:00,19.85848266008198,19.882114874964024,19.637921331028387,19.716693878173828,3124400,0.0,0.0
2014-06-02 00:00:00-04:00,19.740329500855974,19.811224660675382,19.535521428317875,19.62217140197754,3587000,0.0,0.0
2014-06-03 00:00:00-04:00,19.763961836666684,19.79546996206887,19.551276355970373,19.606416702270508,2776300,0.0,0.0
2014-06-04 00:00:00-04:00,19.598539181217156,19.677311747956693,19.535521428317875,19.62217140197754,3398700,0.0,0.0
2014-06-05 00:00:00-04:00,19.448869327202736,19.763958032891303,19.36221936971533,19.756080627441406,2882400,0.0,0.0
2014-06-06 00:00:00-04:00,19.811221114961324,19.99239693431309,19.803343709451056,19.88999366760254,2101500,0.0,0.0
2014-06-09 00:00:00-04:00,19.882117114597765,19.992397791547198,19.771836437648332,19.826976776123047,1627800,0.0,0.0
2014-06-10 00:00:00-04:00,19.80334254957034,19.850606979863677,19.637921550927814,19.685184478759766,2879800,0.0,0.0
2014-06-11 00:00:00-04:00,19.567028392984,19.968767076464626,19.567028392984,19.826976776123047,3884500,0.0,0.0
2014-06-12 00:00:00-04:00,19.87423768620556,19.897869901344688,19.700939282569458,19.842729568481445,2719100,0.0,0.0
