Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-12-19 00:00:00-05:00,25.105586892218863,25.115522056864176,25.100618362426758,25.100618362426758,2500,0.0,0.0,0.0
2023-12-20 00:00:00-05:00,25.14532694139732,25.175132436857044,25.14532694139732,25.16023063659668,1700,0.0,0.0,0.0
2023-12-21 00:00:00-05:00,25.175132436857044,25.175132436857044,25.16023063659668,25.16023063659668,1300,0.0,0.0,0.0
2023-12-22 00:00:00-05:00,25.165195149223244,25.165195149223244,25.150293350219727,25.150293350219727,900,0.0,0.0,0.0
2023-12-26 00:00:00-05:00,25.165197271703803,25.175132436857044,25.16023063659668,25.16023063659668,1400,0.0,0.0,0.0
2023-12-27 00:00:00-05:00,25.214869088507243,25.24467458146806,25.214869088507243,25.239707946777344,4800,0.0,0.0,0.0
2023-12-28 00:00:00-05:00,25.19500160217285,25.19500160217285,25.19500160217285,25.19500160217285,300,0.0,0.0,0.0
2023-12-29 00:00:00-05:00,25.229774475097656,25.229774475097656,25.229774475097656,25.229774475097656,200,0.0,0.0,0.0
2024-01-02 00:00:00-05:00,25.204936552363126,25.204936552363126,25.18506622314453,25.18506622314453,100,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,25.203942667144148,25.244676275108393,25.203942667144148,25.229774475097656,900,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,25.18506610970777,25.195001274272318,25.180097579956055,25.180097579956055,300,0.0,0.0,0.0
2024-01-05 00:00:00-05:00,25.145327255632647,25.175132751464844,25.145327255632647,25.175132751464844,500,0.0,0.0,0.0
2024-01-08 00:00:00-05:00,25.254609745788333,25.254609745788333,25.239707946777344,25.239707946777344,200,0.0,0.0,0.0
2024-01-09 00:00:00-05:00,25.25461132673583,25.25461132673583,25.22480583190918,25.22480583190918,200,0.0,0.0,0.0
2024-01-10 00:00:00-05:00,25.224805415818917,25.23474058059725,25.204936981201172,25.204936981201172,6500,0.0,0.0,0.0
2024-01-11 00:00:00-05:00,25.234739303588867,25.234739303588867,25.234739303588867,25.234739303588867,0,0.0,0.0,0.0
2024-01-12 00:00:00-05:00,25.22480583190918,25.22480583190918,25.22480583190918,25.22480583190918,0,0.0,0.0,0.0
2024-01-16 00:00:00-05:00,25.16023063659668,25.16023063659668,25.16023063659668,25.16023063659668,100,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,25.115522056864176,25.115522056864176,25.100618362426758,25.100618362426758,500200,0.0,0.0,0.0
2024-01-18 00:00:00-05:00,25.075782032622875,25.085717197519518,25.033062529012366,25.0410099029541,1400,0.0,0.0,0.0
2024-01-19 00:00:00-05:00,25.006237030029297,25.006237030029297,25.006237030029297,25.006237030029297,100,0.0,0.0,0.0
2024-01-22 00:00:00-05:00,25.026107788085938,25.03008147500679,25.026107788085938,25.026107788085938,400,0.0,0.0,0.0
2024-01-23 00:00:00-05:00,24.98636817932129,24.98636817932129,24.98636817932129,24.98636817932129,100,0.0,0.0,0.0
2024-01-24 00:00:00-05:00,24.986366486484865,25.00623681551709,24.97643132196875,24.996301651000977,900,0.0,0.0,0.0
2024-01-25 00:00:00-05:00,25.026107460300786,25.026107460300786,25.01120376586914,25.01120376586914,100,0.0,0.0,0.0
2024-01-26 00:00:00-05:00,25.001270294189453,25.001270294189453,25.001270294189453,25.001270294189453,100,0.0,0.0,0.0
2024-01-29 00:00:00-05:00,25.085716927284505,25.095652092074122,25.081743240356445,25.081743240356445,700,0.0,0.0,0.0
2024-01-30 00:00:00-05:00,25.10558721986858,25.13539081925458,25.095652055093606,25.115522384643555,1200,0.0,0.0,0.0
2024-01-31 00:00:00-05:00,25.259578704833984,25.259578704833984,25.259578704833984,25.259578704833984,0,0.0,0.0,0.0
2024-02-01 00:00:00-05:00,25.378984451293945,25.378984451293945,25.378984451293945,25.378984451293945,100,0.04,0.0,0.0
2024-02-02 00:00:00-05:00,25.19489860534668,25.19489860534668,25.19489860534668,25.19489860534668,100,0.0,0.0,0.0
2024-02-05 00:00:00-05:00,25.0854434967041,25.0854434967041,25.0854434967041,25.0854434967041,100,0.0,0.0,0.0
2024-02-06 00:00:00-05:00,25.135196685791016,25.135196685791016,25.135196685791016,25.135196685791016,0,0.0,0.0,0.0
2024-02-07 00:00:00-05:00,25.125246047973633,25.125246047973633,25.125246047973633,25.125246047973633,100,0.0,0.0,0.0
2024-02-08 00:00:00-05:00,25.125246047973633,25.125246047973633,25.125246047973633,25.125246047973633,0,0.0,0.0,0.0
2024-02-09 00:00:00-05:00,25.120269775390625,25.120269775390625,25.120269775390625,25.120269775390625,100,0.0,0.0,0.0
2024-02-12 00:00:00-05:00,25.174997329711914,25.174997329711914,25.174997329711914,25.174997329711914,100,0.0,0.0,0.0
2024-02-13 00:00:00-05:00,25.075493405647617,25.075493405647617,25.04564094543457,25.04564094543457,3100,0.0,0.0,0.0
2024-02-14 00:00:00-05:00,25.11529541015625,25.11529541015625,25.11529541015625,25.11529541015625,0,0.0,0.0,0.0
2024-02-15 00:00:00-05:00,25.135196685791016,25.135196685791016,25.135196685791016,25.135196685791016,100,0.0,0.0,0.0
2024-02-16 00:00:00-05:00,25.105344589838737,25.13519705079128,25.105344589838737,25.11529541015625,2200,0.0,0.0,0.0
2024-02-20 00:00:00-05:00,25.155098143709246,25.155098143709246,25.1451473236084,25.1451473236084,100,0.0,0.0,0.0
2024-02-21 00:00:00-05:00,25.1451473236084,25.1451473236084,25.1451473236084,25.1451473236084,100,0.0,0.0,0.0
2024-02-22 00:00:00-05:00,25.135196685791016,25.135196685791016,25.135196685791016,25.135196685791016,100,0.0,0.0,0.0
2024-02-23 00:00:00-05:00,25.174997329711914,25.174997329711914,25.174997329711914,25.174997329711914,100,0.0,0.0,0.0
2024-02-26 00:00:00-05:00,25.194898969473858,25.20484978935483,25.174997329711914,25.174997329711914,400,0.0,0.0,0.0
2024-02-27 00:00:00-05:00,25.135195055719766,25.135195055719766,25.120269775390625,25.120269775390625,200,0.0,0.0,0.0
2024-02-28 00:00:00-05:00,25.155099311114938,25.214802336565878,25.155099311114938,25.18494987487793,1000,0.0,0.0,0.0
2024-02-29 00:00:00-05:00,25.214802336565878,25.214802336565878,25.18494987487793,25.18494987487793,100,0.0,0.0,0.0
2024-03-01 00:00:00-05:00,25.24579449100358,25.24579449100358,25.215871810913086,25.215871810913086,400,0.061,0.0,0.0
2024-03-04 00:00:00-05:00,25.086199285962884,25.21088218688965,25.086199285962884,25.21088218688965,700,0.0,0.0,0.0
2024-03-05 00:00:00-05:00,25.24579372347867,25.24579372347867,25.23581886291504,25.23581886291504,400,0.0,0.0,0.0
2024-03-06 00:00:00-05:00,25.265744036344458,25.265744036344458,25.242801666259766,25.242801666259766,200,0.0,0.0,0.0
2024-03-07 00:00:00-05:00,25.265743255615234,25.265743255615234,25.265743255615234,25.265743255615234,100,0.0,0.0,0.0
2024-03-08 00:00:00-05:00,25.28569221496582,25.28569221496582,25.28569221496582,25.28569221496582,100,0.0,0.0,0.0
2024-03-11 00:00:00-04:00,25.28569221496582,25.28569221496582,25.28569221496582,25.28569221496582,100,0.0,0.0,0.0
2024-03-12 00:00:00-04:00,25.265743255615234,25.265743255615234,25.265743255615234,25.265743255615234,0,0.0,0.0,0.0
2024-03-13 00:00:00-04:00,25.295667781858064,25.295667781858064,25.274721145629883,25.274721145629883,300,0.0,0.0,0.0
2024-03-14 00:00:00-04:00,25.215871810913086,25.215871810913086,25.215871810913086,25.215871810913086,100,0.0,0.0,0.0
2024-03-15 00:00:00-04:00,25.175972441388307,25.203901290893555,25.175972441388307,25.203901290893555,1000,0.0,0.0,0.0
2024-03-18 00:00:00-04:00,25.225846098844155,25.225846098844155,25.205896377563477,25.205896377563477,200,0.0,0.0,0.0
2024-03-19 00:00:00-04:00,25.24579449100358,25.24579449100358,25.215871810913086,25.215871810913086,300,0.0,0.0,0.0
2024-03-20 00:00:00-04:00,25.215872001039187,26.702092036228546,25.18594741821289,25.18594741821289,6700,0.0,0.0,0.0
2024-03-21 00:00:00-04:00,25.17597198486328,25.17597198486328,25.17597198486328,25.17597198486328,100,0.0,0.0,0.0
2024-03-22 00:00:00-04:00,25.235819056974357,25.235819056974357,25.205896377563477,25.205896377563477,100,0.0,0.0,0.0
2024-03-25 00:00:00-04:00,25.545033640030077,25.545033640030077,25.165996551513672,25.165996551513672,900,0.0,0.0,0.0
2024-03-26 00:00:00-04:00,25.16599674534749,25.16599674534749,25.13607406616211,25.13607406616211,100,0.0,0.0,0.0
2024-03-27 00:00:00-04:00,25.146047592163086,25.146047592163086,25.146047592163086,25.146047592163086,100,0.0,0.0,0.0
2024-03-28 00:00:00-04:00,25.16499900817871,25.16499900817871,25.16499900817871,25.16499900817871,1400,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,25.06999969482422,25.06999969482422,25.06999969482422,25.06999969482422,0,0.064,0.0,0.0
2024-04-02 00:00:00-04:00,25.0,25.0,25.0,25.0,100,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,24.920000076293945,24.920000076293945,24.920000076293945,24.920000076293945,100,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,24.989999771118164,25.049999237060547,24.989999771118164,25.049999237060547,100,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,24.895000457763672,24.895000457763672,24.895000457763672,24.895000457763672,1600,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,24.979999542236328,24.979999542236328,24.979999542236328,24.979999542236328,200,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,24.979999542236328,24.979999542236328,24.961000442504883,24.961000442504883,100,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,24.860000610351562,24.860000610351562,24.844999313354492,24.844999313354492,500,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,24.854999542236328,24.854999542236328,24.854999542236328,24.854999542236328,100,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,24.913000106811523,24.913000106811523,24.913000106811523,24.913000106811523,100,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,24.895999908447266,24.895999908447266,24.895999908447266,24.895999908447266,100,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,24.889999389648438,24.889999389648438,24.889999389648438,24.889999389648438,0,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,24.915000915527344,24.915000915527344,24.915000915527344,24.915000915527344,0,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,24.90999984741211,24.959999084472656,24.90999984741211,24.959999084472656,300,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,24.889999389648438,24.889999389648438,24.84000015258789,24.84000015258789,400,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,24.899999618530273,24.899999618530273,24.844999313354492,24.844999313354492,100,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,24.945999145507812,24.945999145507812,24.945999145507812,24.945999145507812,100,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,24.920000076293945,24.859899520874023,24.859899520874023,24.859899520874023,1,0.0,0.0,0.0
